TRatePercent,Health_Events,Geography,CalendarYear,Gender,RaceEthnicity,Textbox3,DT_Count,DT_Population,DT_RATE,DT_LB,DT_UB1,Significance,County_Code
   Age-Adjusted Rate,Asthma,York,2002,Total,All Races,15 to 34,75,"95,364",8.0,6.2,9.8,,133
   Age-Adjusted Rate,Asthma,York,2002,Total,All Races,35 to 64,141,"163,139",8.5,7.1,9.9,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,All Races,65+,61,"52,790",11.6,8.7,14.5,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,White,All ages,283,"365,016",7.8,6.9,8.7,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,White,5 to 14,24,"48,955",5.0,3.0,7.0,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,White,15 to 34,47,"88,192",5.5,3.9,7.1,,133
   Age-Adjusted Rate,Asthma,York,2002,Total,White,35 to 64,110,"155,486",7.0,5.7,8.3,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,White,65+,55,"51,497",10.7,7.9,13.5,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,Black,All ages,59,"15,720",40.4,30.1,50.7,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,Black,5 to 14,ND,"3,329",ND,ND,ND,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,Black,15 to 34,17,"4,687",ND,ND,ND,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,Black,35 to 64,24,"5,275",48.6,29.2,68.0,,133
   Age-Adjusted Rate,Asthma,York,2002,Total,Black,65+,ND,936,ND,ND,ND,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,Hispanic,All ages,20,"12,877",26.3,14.8,37.8,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,Hispanic,5 to 14,ND,"2,810",ND,ND,ND,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,Hispanic,15 to 34,ND,"4,623",ND,ND,ND,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,Hispanic,35 to 64,ND,"3,473",ND,ND,ND,-,133
   Age-Adjusted Rate,Asthma,York,2002,Total,Hispanic,65+,ND,336,ND,ND,ND,-,133
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,All Races,All ages,"20,772","12,299,533",17.1,16.9,17.3,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,All Races,5 to 14,"3,125","1,672,957",18.8,18.1,19.5,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,All Races,15 to 34,"2,824","3,145,886",9.0,8.7,9.3,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,All Races,35 to 64,"6,889","4,846,323",14.2,13.9,14.5,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,All Races,65+,"3,771","1,911,533",19.6,19.0,20.2,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,White,All ages,"11,302","10,666,228",10.5,10.3,10.7,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,White,5 to 14,"1,173","1,375,557",8.6,8.1,9.1,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,White,15 to 34,"1,455","2,644,027",5.5,5.2,5.8,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,White,35 to 64,"3,935","4,293,382",9.1,8.8,9.4,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,White,65+,"2,839","1,767,845",15.9,15.3,16.5,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,Black,All ages,"6,462","1,269,125",49.3,48.1,50.5,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,Black,5 to 14,"1,560","233,767",67.1,63.8,70.4,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,Black,15 to 34,922,"373,733",24.7,23.1,26.3,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,Black,35 to 64,"1,905","438,264",43.5,41.5,45.5,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,Black,65+,493,"124,337",39.1,35.6,42.6,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,Hispanic,All ages,"1,369","416,648",34.8,33.0,36.6,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,Hispanic,5 to 14,249,"87,171",28.4,24.9,31.9,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,Hispanic,15 to 34,197,"150,897",13.1,11.3,14.9,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,Hispanic,35 to 64,385,"116,008",34.6,31.1,38.1,,000
   Age-Adjusted Rate,Asthma,Pennsylvania,2001,Total,Hispanic,65+,96,"16,829",56.2,45.0,67.4,,000
   Age-Adjusted Rate,Asthma,Adams,2001,Total,All Races,All ages,96,"92,821",10.2,8.2,12.2,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,All Races,5 to 14,ND,"13,397",ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,All Races,15 to 34,ND,"23,948",ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,All Races,35 to 64,43,"37,018",11.5,8.1,14.9,,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,All Races,65+,24,"12,990",18.4,11.0,25.8,,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,White,All ages,91,"90,153",10.0,7.9,12.1,,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,White,5 to 14,ND,"12,817",ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,White,15 to 34,ND,"23,133",ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,White,35 to 64,39,"36,175",10.7,7.3,14.1,,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,White,65+,24,"12,833",18.5,11.1,25.9,,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,Black,All ages,ND,"1,310",ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,Black,5 to 14,ND,270,ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,Black,15 to 34,ND,385,ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,Black,35 to 64,ND,451,ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,Black,65+,ND,71,ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,Hispanic,All ages,ND,"3,637",ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,Hispanic,5 to 14,ND,833,ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,Hispanic,15 to 34,ND,"1,456",ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,Hispanic,35 to 64,ND,732,ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Adams,2001,Total,Hispanic,65+,ND,67,ND,ND,ND,-,001
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,All Races,All ages,"2,317","1,272,519",18.4,17.7,19.1,+,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,All Races,5 to 14,326,"158,451",20.6,18.4,22.8,,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,All Races,15 to 34,304,"317,243",9.6,8.5,10.7,,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,All Races,35 to 64,833,"502,466",16.6,15.5,17.7,+,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,All Races,65+,474,"224,281",20.7,18.8,22.6,,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,White,All ages,"1,502","1,075,033",13.9,13.2,14.6,+,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,White,5 to 14,169,"122,348",13.9,11.8,16.0,+,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,White,15 to 34,185,"258,212",7.2,6.2,8.2,+,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,White,35 to 64,549,"437,290",12.6,11.5,13.7,+,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,White,65+,399,"204,355",19.0,17.1,20.9,+,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,Black,All ages,766,"160,147",46.8,43.5,50.1,,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,Black,5 to 14,147,"30,154",48.8,40.9,56.7,-,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,Black,15 to 34,115,"44,022",25.8,21.1,30.5,,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,Black,35 to 64,276,"54,714",50.6,44.6,56.6,+,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,Black,65+,71,"18,133",38.9,29.9,47.9,,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,Hispanic,All ages,ND,"12,129",ND,ND,ND,-,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,Hispanic,5 to 14,ND,"1,961",ND,ND,ND,-,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,Hispanic,15 to 34,ND,"4,508",ND,ND,ND,-,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,Hispanic,35 to 64,ND,"3,655",ND,ND,ND,-,003
   Age-Adjusted Rate,Asthma,Allegheny,2001,Total,Hispanic,65+,ND,883,ND,ND,ND,-,003
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,All Races,All ages,90,"71,797",11.6,9.2,14.0,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,All Races,5 to 14,11,"9,245",ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,All Races,15 to 34,ND,"16,304",ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,All Races,35 to 64,21,"29,473",6.7,3.8,9.6,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,All Races,65+,37,"12,951",27.8,18.8,36.8,,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,White,All ages,85,"70,640",11.1,8.7,13.5,,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,White,5 to 14,ND,"9,011",ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,White,15 to 34,ND,"16,023",ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,White,35 to 64,19,"29,075",ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,White,65+,37,"12,820",28.1,19.0,37.2,+,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,Black,All ages,ND,646,ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,Black,5 to 14,ND,110,ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,Black,15 to 34,ND,162,ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,Black,35 to 64,ND,230,ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,Black,65+,ND,90,ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,Hispanic,All ages,ND,319,ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,Hispanic,5 to 14,ND,70,ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,Hispanic,15 to 34,ND,97,ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,Hispanic,35 to 64,ND,99,ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Armstrong,2001,Total,Hispanic,65+,ND,31,ND,ND,ND,-,005
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,All Races,All ages,244,"179,598",12.7,11.1,14.3,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,All Races,5 to 14,19,"23,337",ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,All Races,15 to 34,29,"39,962",7.1,4.5,9.7,,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,All Races,35 to 64,100,"73,696",13.3,10.7,15.9,,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,All Races,65+,75,"33,060",22.7,17.6,27.8,,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,White,All ages,217,"166,536",12.0,10.4,13.6,,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,White,5 to 14,15,"20,721",ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,White,15 to 34,24,"36,450",6.4,3.8,9.0,,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,White,35 to 64,87,"69,474",12.3,9.7,14.9,+,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,White,65+,73,"31,612",23.1,17.8,28.4,+,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,Black,All ages,25,"10,807",23.8,14.5,33.1,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,Black,5 to 14,ND,"2,016",ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,Black,15 to 34,ND,"2,923",ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,Black,35 to 64,13,"3,682",ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,Black,65+,ND,"1,322",ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,Hispanic,All ages,ND,"1,386",ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,Hispanic,5 to 14,ND,292,ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,Hispanic,15 to 34,ND,411,ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,Hispanic,35 to 64,ND,420,ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Beaver,2001,Total,Hispanic,65+,ND,122,ND,ND,ND,-,007
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,All Races,All ages,32,"49,841",6.3,4.1,8.5,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,All Races,5 to 14,ND,"6,601",ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,All Races,15 to 34,ND,"11,708",ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,All Races,35 to 64,10,"20,315",ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,All Races,65+,10,"8,270",ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,White,All ages,31,"49,198",6.1,4.0,8.2,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,White,5 to 14,ND,"6,480",ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,White,15 to 34,ND,"11,526",ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,White,35 to 64,10,"20,106",ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,White,65+,10,"8,207",ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,Black,All ages,ND,187,ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,Black,5 to 14,ND,41,ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,Black,15 to 34,ND,60,ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,Black,35 to 64,ND,59,ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,Black,65+,ND,14,ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,Hispanic,All ages,ND,269,ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,Hispanic,5 to 14,ND,42,ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,Hispanic,15 to 34,ND,79,ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,Hispanic,35 to 64,ND,84,ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Bedford,2001,Total,Hispanic,65+,ND,25,ND,ND,ND,-,009
   Age-Adjusted Rate,Asthma,Berks,2001,Total,All Races,All ages,701,"377,155",18.6,17.2,20.0,+,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,All Races,5 to 14,72,"53,608",13.5,10.4,16.6,-,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,All Races,15 to 34,74,"96,143",7.7,5.9,9.5,,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,All Races,35 to 64,230,"148,118",15.5,13.5,17.5,,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,All Races,65+,150,"56,004",26.5,22.3,30.7,+,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,White,All ages,496,"351,840",13.9,12.7,15.1,+,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,White,5 to 14,43,"48,318",9.0,6.3,11.7,,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,White,15 to 34,48,"87,973",5.4,3.9,6.9,,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,White,35 to 64,168,"140,354",11.9,10.1,13.7,+,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,White,65+,133,"54,541",23.9,19.8,28.0,+,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,Black,All ages,67,"16,798",44.1,33.5,54.7,,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,Black,5 to 14,ND,"3,451",ND,ND,ND,-,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,Black,15 to 34,ND,"5,458",ND,ND,ND,-,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,Black,35 to 64,26,"5,305",48.9,30.1,67.7,,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,Black,65+,10,"1,025",ND,ND,ND,-,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,Hispanic,All ages,160,"38,399",47.9,40.5,55.3,+,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,Hispanic,5 to 14,23,"8,988",25.0,14.8,35.2,,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,Hispanic,15 to 34,19,"13,874",ND,ND,ND,-,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,Hispanic,35 to 64,60,"9,527",65.3,48.8,81.8,+,011
   Age-Adjusted Rate,Asthma,Berks,2001,Total,Hispanic,65+,ND,"1,102",ND,ND,ND,-,011
   Age-Adjusted Rate,Asthma,Blair,2001,Total,All Races,All ages,107,"128,336",8.2,6.6,9.8,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,All Races,5 to 14,ND,"16,293",ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,All Races,15 to 34,18,"31,913",ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,All Races,35 to 64,39,"50,649",7.9,5.4,10.4,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,All Races,65+,28,"22,227",12.5,7.9,17.1,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,White,All ages,76,"125,330",6.0,4.7,7.3,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,White,5 to 14,ND,"15,701",ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,White,15 to 34,11,"31,006",ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,White,35 to 64,23,"49,676",4.8,2.8,6.8,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,White,65+,24,"22,038",10.9,6.5,15.3,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,Black,All ages,ND,"1,624",ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,Black,5 to 14,ND,301,ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,Black,15 to 34,ND,495,ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,Black,35 to 64,ND,553,ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,Black,65+,ND,119,ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,Hispanic,All ages,ND,691,ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,Hispanic,5 to 14,ND,123,ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,Hispanic,15 to 34,ND,234,ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,Hispanic,35 to 64,ND,199,ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Blair,2001,Total,Hispanic,65+,ND,58,ND,ND,ND,-,013
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,All Races,All ages,38,"62,496",6.6,4.5,8.7,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,All Races,5 to 14,ND,"9,089",ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,All Races,15 to 34,ND,"14,374",ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,All Races,35 to 64,11,"25,509",ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,All Races,65+,ND,"9,864",ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,White,All ages,38,"61,316",6.7,4.6,8.8,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,White,5 to 14,ND,"8,807",ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,White,15 to 34,ND,"14,059",ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,White,35 to 64,11,"25,122",ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,White,65+,ND,"9,778",ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,Black,All ages,ND,290,ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,Black,5 to 14,ND,99,ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,Black,15 to 34,ND,70,ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,Black,35 to 64,ND,64,ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,Black,65+,ND,26,ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,Hispanic,All ages,ND,407,ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,Hispanic,5 to 14,ND,87,ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,Hispanic,15 to 34,ND,140,ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,Hispanic,35 to 64,ND,117,ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bradford,2001,Total,Hispanic,65+,ND,29,ND,ND,ND,-,015
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,All Races,All ages,688,"603,241",11.5,10.6,12.4,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,All Races,5 to 14,62,"88,531",7.0,5.3,8.7,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,All Races,15 to 34,102,"142,186",7.2,5.8,8.6,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,All Races,35 to 64,261,"258,923",10.1,8.9,11.3,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,All Races,65+,146,"75,776",19.4,16.3,22.5,,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,White,All ages,579,"562,463",10.3,9.5,11.1,,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,White,5 to 14,48,"80,934",5.9,4.2,7.6,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,White,15 to 34,79,"130,438",6.1,4.8,7.4,,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,White,35 to 64,216,"243,713",8.9,7.7,10.1,,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,White,65+,134,"73,279",18.4,15.3,21.5,,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,Black,All ages,68,"20,533",34.4,26.2,42.6,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,Black,5 to 14,ND,"3,903",ND,ND,ND,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,Black,15 to 34,15,"6,111",ND,ND,ND,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,Black,35 to 64,29,"7,450",40.9,26.0,55.8,,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,Black,65+,ND,"1,383",ND,ND,ND,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,Hispanic,All ages,10,"14,894",ND,ND,ND,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,Hispanic,5 to 14,ND,"2,675",ND,ND,ND,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,Hispanic,15 to 34,ND,"5,443",ND,ND,ND,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,Hispanic,35 to 64,ND,"4,615",ND,ND,ND,-,017
   Age-Adjusted Rate,Asthma,Bucks,2001,Total,Hispanic,65+,ND,612,ND,ND,ND,-,017
   Age-Adjusted Rate,Asthma,Butler,2001,Total,All Races,All ages,150,"175,847",8.3,7.0,9.6,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,All Races,5 to 14,13,"24,513",ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,All Races,15 to 34,16,"44,012",ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,All Races,35 to 64,50,"71,189",6.9,5.0,8.8,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,All Races,65+,46,"25,000",17.8,12.7,22.9,,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,White,All ages,143,"172,248",8.0,6.7,9.3,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,White,5 to 14,12,"23,921",ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,White,15 to 34,16,"42,666",ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,White,35 to 64,49,"70,111",6.8,4.9,8.7,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,White,65+,44,"24,812",17.2,12.1,22.3,,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,Black,All ages,ND,"1,495",ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,Black,5 to 14,ND,246,ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,Black,15 to 34,ND,626,ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,Black,35 to 64,ND,433,ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,Black,65+,ND,71,ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,Hispanic,All ages,ND,"1,120",ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,Hispanic,5 to 14,ND,255,ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,Hispanic,15 to 34,ND,386,ND,ND,ND,-,019
   Age-Adjusted Rate,Asthma,Butler,2001,Total,Hispanic,35 to 64,ND,308,ND,ND,ND,-,019
